FECHA,HORA,UBICACION,COORDENADAS
2024-08-08,22:59:00,ORQUIDEA Y GIRASOL  DELEGACION   COLONIA   HDA LAS MARGARITAS,
2024-08-08,23:22:00,AV CHOPO LIMA  COLONIA   EBANOS 10 APODACA NL,
2024-08-08,23:47:00,CARR AGUA FRIA ZUAZUA MAGNOLIA   COLONIA   ARTEMIO TREVINO APODACA NL,
2024-08-09,00:25:00,SAN AGUSTIN 125 Y SAN ANDRES  COLONIA   VALLE DE SAN ANDRES 3 APODACA NL,
2024-08-09,00:54:00,VIOLETA 425 y VERONICA  COLONIA   LOS VITRALES APODACA NL,
2024-08-09,00:55:00,RIO DULCE 147 y RIO GRANDE   COLONIA   PRIVADAS DE SANTA ROSA 1 APODACA NL,
2024-08-09,01:03:00,AV MEXICO VENEZUELA  25  COLONIA   VIVIENDA DIGNA APODACA NL,
2024-08-09,01:44:00,N 17 313 Y E SEGUNDA   COLONIA   METROPLEX 2 APODACA NL,
2024-08-09,01:56:00,ESTEPAS 409 Y  ALAMILLO  COLONIA   VALLE DE LAS PALMAS 5 APODACA NL,
2024-08-09,04:50:00,HEVEA 746 Y   COLONIA   EBANOS 6 APODACA NL,
2024-08-09,07:45:00,AV PARQUE INDUSTRIAL MONTERREY 2A ORIENTE  COLONIA  PARQUE INDUSTRIAL MONTERREY APODACA NL,
2024-08-09,08:16:00,AV DE LAS FLORES CARR HUINALA DULCES NOMBRES  COLONIA  PASEO DE LAS FLORES 1 APODACA NL,
2024-08-09,08:25:00,AV ANDROMEDA TITAN  TITAN 204      COLONIA  COSMOPOLIS APODACA NL,
2024-08-09,08:42:00,PRIV RIO TIBER RIO SAN FRANCISCO  PRIV RIO TIBER 1111     COLONIA  PUEBLO NUEVO 4 APODACA NL,
2024-08-09,09:56:00,AV LUIS DONALDO COLOSIO ALEMANIA  LUIS DONALDO COLOSIO 211    COLONIA  PARQUE INDUSTRIAL HUINALA APODACA NL,
2024-08-09,10:23:00,RIO NILO 108        COLONIA  PUEBLO NUEVO 1 APODACA NL,
2024-08-09,10:49:00,CEYLAN SUECIA  25 781770  100 252780  CEYLAN 546  COLONIA  PRADOS DE LA CIENEGUITA APODACA NL,
2024-08-09,11:11:00,MORELOS 503       COLONIA  AGUA FRIA APODACA NL,
2024-08-09,12:28:00,AV SANTA TERESA DE JESUS SAN FRANCISCO AV SANTA TERESA DE JESUS 359     COLONIA  EX HACIENDA SAN FRANCISCO 1 APODACA NL,
2024-08-09,13:07:00,COREANOS 104  COLONIA  ROBERTO ESPINOZA APODACA NL,
2024-08-09,13:23:00,JUAREZ OTE ZARAGOZA NTE           COLONIA  CENTRO DE APODACA APODACA NL,
2024-08-09,13:54:00,MONTE MAIPO 359     COLONIA  LOMAS DE HUINALA 2 APODACA NL,
2024-08-09,14:10:00,AV PORTAL DEL VALLE 204    COLONIA  PORTAL DEL VALLE APODACA NL,
2024-08-09,14:19:00,SAN ROBERTO FENIX SAN ROBERTO 712      COLONIA  FRESNOS DEL LAGO APODACA NL,
2024-08-09,15:02:00,RIO MISSISSIPPI RIO MISSOURI  25 759490  100 158030 RIO MISSOURI 101      COLONIA  PUEBLO NUEVO 2 APODACA NL,
2024-08-09,17:00:00,BLVD JULIAN TREVINO ELIZONDO 506      31 DE ENERO  COLONIA    PARQUE INDUSTRIAL SAN ANDRES APODACA NL,
2024-08-09,17:04:00,JAZMIN MAGNOLIA  MAGNOLIA 201  COLONIA  ARTEMIO TREVINO APODACA NL,
2024-08-09,17:06:00,AV MIGUEL ALEMAN ESTACIONAMIENTO SENDERO LA FE     COLONIA  PARQUE INDUSTRIAL KALOS APODACA NL,
2024-08-09,17:34:00,CARPE 217       COLONIA  LOS TRES NOGALES APODACA NL,
2024-08-09,18:31:00,AV ESTELARIS E SEGUNDA  AV ESTELARIS  COLONIA  METROPLEX 2 APODACA NL,
2024-08-09,19:25:00,CARR APODACA JUAREZ LOMAS DE ESPANA        COLONIA  LOMAS DE LA PAZ APODACA NL,
2024-08-09,20:19:00,CAM AL CHAPENO DIEGO DIAZ DE BERLANGA       COLONIA  MUNICIPIO DE APODACA APODACA NL,
2024-08-09,20:20:00,AV MIGUEL ALEMAN RETORNO PUENTA APODACA  25 776947  100 185779          COLONIA    CENTRO DE APODACA APODACA NL,
2024-08-09,20:27:00,BERNABE DE LAS CASAS LUIS ZUNIGA Y ALMARAZ  LUIS ZUNIGA 607     COLONIA  MISION DE FUNDADORES 1 APODACA NL,
2024-08-09,21:05:00,BOLONES PALOMINO  25 814850  100 234500  PALOMINO 512      COLONIA  PORTAL DE SANTA ROSA SEC DIAMANTE APODACA NL,
2024-08-09,21:09:00,ATENAS 927        COLONIA  PASEO DE LAS FLORES 1 APODACA NL,
2024-08-09,22:08:00,RIO MISSOURI RIO ORINOCO  RIO MISSOURI 330    COLONIA  PUEBLO NUEVO 2 APODACA NL,
2024-08-10,00:01:00,SAUCE 124     COLONIA  LOS ENCINOS RESIDENCIAL 1 APODACA NL,
2024-08-10,01:13:00,MARGARITA 505     COLONIA    VALLE DE LAS FLORES APODACA NL,
2024-08-10,01:45:00,HAITI 230  COLONIA  NUEVO AMANECER 2 APODACA NL,
2024-08-10,06:10:00,LASALLISTAS 502              COLONIA  EL CAMPANARIO APODACA NL,
2024-08-10,06:52:00,CARR A AGUA FRIA E 186 KM 3 CARR A AGUAFRIA  JUAREZ    COLONIA  AGUA FRIA APODACA NL,
2024-08-10,07:41:00,SIERRA DE SAN LAZARO SIERRA DE LAS VIRGENES  SIERRA DE SAN LAZARO 119   COLONIA   FRACC SIERRA LA ESPERANZA APODACA NL,
2024-08-10,07:57:00,CHIPRIOTAS LIBANESES     COLONIA   ROBERTO ESPINOZA APODACA NL,
2024-08-10,08:47:00,TREVISO NOVARA  TREVISO 106   COLONIA   LA MORADA APODACA NL,
2024-08-10,09:25:00,AV DE LA CONCORDIA MI TIENDA  25 785210  100 248160AV DE LA CONCORDIA 1300   COLONIA   HACIENDA SANTA ISABEL 1 APODACA NL,
2024-08-10,09:43:00,RIO ORINOCO RIO SALINAS  25 755330  100 164910 RIO SALINAS 328   COLONIA   PUEBLO NUEVO 5 APODACA NL,
2024-08-10,10:04:00,BLVD CARLOS SALINAS DE GORTARI ZARAGOZA SUR   COLONIA   CENTRO DE APODACA APODACA NL,
2024-08-10,12:12:00,RIO SAN PEDRO RIO TAPAJOS  25 807187  100 234998 RIO TAPAJOS 213   COLONIA   PRIVADAS DE SANTA ROSA 2 APODACA NL,
2024-08-10,12:27:00,AV MIGUEL ALEMAN BLVD JULIAN TREVINO ELIZONDO   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2024-08-10,12:47:00,N 27 E SEGUNDA   COLONIA   METROPLEX 2 APODACA NL,
2024-08-10,13:01:00,N 29 451      COLONIA   METROPLEX 2 APODACA NL,
2024-08-10,13:23:00,CARR A LAREDO ENTRONQUE A SANTA ROSA      COLONIA   MUNICIPIO DE APODACA APODACA NL,
2024-08-10,13:57:00,SAN ALONSO SAN FERNANDO  SAN ALONSO 226      COLONIA   FATIMA RESIDENCIAL APODACA NL,
2024-08-10,14:20:00,CAM MEZQUITAL SANTA ROSA CAM REAL MEZQUITAL SANTA ROSA AV CARTAGENA   COLONIA   FRESNOS 10 APODACA NL,
2024-08-10,14:34:00,CARR A LAREDO MARTIN LUTHER KING   COLONIA   MOISES SAENZ APODACA NL,
2024-08-10,14:53:00,MARIA CURIE 164  ROBERTO KOCH  COL  LOS ROBLES,
2024-08-10,15:01:00,ROSA 519   COLONIA   HACIENDA LAS MARGARITAS 2 APODACA NL,
2024-08-10,15:45:00,CAM REAL MEZQUITAL SANTA ROSA PIRUL  25 782696  100 237253  EN TIENDAS COPPEL DE SENDERO       COLONIA   EBANOS 5 APODACA NL,
2024-08-10,15:49:00,JAZMIN MAGNOLIA  MAGNOLIA 201 25 835610  100 142530   COLONIA   ARTEMIO TREVINO APODACA NL,
2024-08-10,16:14:00,HOLANDA NORUEGA   COLONIA   NUEVO AMANECER 2 APODACA NL,
2024-08-10,16:24:00,CAMELIA JAZMIN  CAMELIA 228   COLONIA   ARTEMIO TREVINO APODACA NL,
2024-08-10,16:27:00,HACIENDA MONTERO 793   COLONIA   HACIENDA LAS MARGARITAS 9 APODACA NL,
2024-08-10,16:34:00,AV BOSQUE DE SAN MIGUEL BOSQUE DE CEREZO  BOSQUES DEL CEREZO 101   COLONIA   BOSQUES DE SAN MIGUEL 2 APODACA NL,
2024-08-10,16:37:00,HACIENDA DEL MEZQUITAL HACIENDA  HACIENDA DEL MEZQUITAL 402 4      COLONIA   HACIENDA DEL MEZQUITAL APODACA NL,
2024-08-10,17:11:00,CAOBA GASPAR CASTANO  CAOBA 104      COLONIA   CAOBA RESIDENCIAL APODACA NL,
2024-08-10,18:01:00,GERTRUDIS BOCANEGRA GUERNICA  25 771411  100 259341  GERTRUDIS BOCANEGRA 906   COLONIA     PRADERAS 1 APODACA NL,
2024-08-10,18:13:00,GEVORA RUBEN GARCIA  MERIDA 400      COLONIA   GEVORA RESIDENCIAL APODACA NL,
2024-08-10,18:23:00,GEVORA RUBEN GARCIA   COLONIA   GEVORA RESIDENCIAL APODACA NL,
2024-08-10,18:53:00,ELIAS FLORES GARZA GARCIA   COLONIA   MODERNO APODACA APODACA NL  SALA DE CONSIDERADOS,
2024-08-10,20:51:00,NARANJO 1100  EBANOS 10 APODACA NL,
2024-08-10,21:05:00,CRISANTEMA 429  VALLE DE LAS PALMAS 2 APODACA NL,
2024-08-10,21:45:00,AV SANTA CECILIA BLVD JESUS DIONISIO GONZALEZ  ARBADO SEC FLORESTA APODACA NL,
2024-08-10,21:46:00,CAM REAL MEZQUITAL SANTA ROSA PASEO DEL ENCINO  PASEO DE LOS NOGALES APODACA NL,
2024-08-10,22:31:00,AV ORQUIDEA IGNACIO VILLARREAL  LOS PINCELES APODACA NL,
2024-08-10,23:22:00,TRIANA 133  VALLE LA RIOJA APODACA NL,
2024-08-11,02:24:00,CTO EUROPEO ESPANOLES  ESPANOLES 101  PRIVADA DOMINIO APODACA NL,
2024-08-11,03:28:00,HACIENDA LOS PORTALES HACIENDA 2 RIOS  HACIENDA LOS PORTALES 216  LOS PINOS 5 APODACA NL,
2024-08-11,05:08:00,CLAVEL VIOLETA  GERANIO  ARTEMIO TREVINO APODACA NL,
2024-08-11,05:42:00,DENIA 924  PRADERAS 2 APODACA NL,
2024-08-11,06:05:00,FELIPE ANGELES BLVD HUMBERTO RAMOS LOZANO  SANTA ROSA APODACA NL,
2024-08-11,06:14:00,RIO DE LA PLATA 501  PUEBLO NUEVO 3 APODACA NL,
2024-08-11,07:31:00,LA CORUNA ANT CAM A AGUA FRIA  COL  AGUA FRIA     UBICACION   https   maps app goo gl UiWGd17ttrsqXjaL7,
2024-08-11,10:05:00,CARR APODACA JUAREZ E 28 KM 8 CARR APODACA JUAREZ E 28 KM 9  25 716780  100 137020  COL  LOMAS DE LA PAZ     UBICACION   https   maps app goo gl ca6jWYfukGETpyXY6,
2024-08-11,10:15:00,IGNACIO SEPULVEDA Y ENCARNACION  COL  VALLE DE HUINALA     UBICACION,
2024-08-11,10:45:00,E SEGUNDA N 27  N27 326  COL  METROPLEX 2     UBICACION   https   maps app goo gl NZSDdc6WnBiKa31E9,
2024-08-11,11:01:00,DALIA 313  COL  LOS CANDILES     UBICACION   https   maps app goo gl i9mFRP3k1HqpfiaGA,
2024-08-11,11:12:00,CAM A SAN JAVIER CAM A SANTA BEBA SAN FERNANDO  25 739280  100 145220  COL  MISION SAN PABLO     UBICACION   https   maps app goo gl caXsNCLn9C4adBjo7,
2024-08-11,11:42:00,GIRASOL LILA  GIRASOL 121  COL  MISION DE LAS FLORES      UBICACION   https   maps app goo gl ZjAhPoLNZKoCcRfDA,
2024-08-11,14:22:00,RAFAEL CORONEL 356  COL  QUINTA COLONIAL 1     UBICACION   https   maps app goo gl hzfUJGM61LoL8tks6,
2024-08-11,15:01:00,INDEPENDENCIA ATOTONILCO  INDEPENDENCIA 460  COL  VALLE DE HUINALA 6,
2024-08-11,15:16:00,AV HECTOR CABALLERO AV 16 DE SEPTIEMBRE  COL  VALLE DE HUINALA 3,
2024-08-11,15:20:00,BOSQUE DE PALISANDRO BOSQUE DE SICOMORO  25 706535  100 140522  COL  BOSQUES DE SAN MIGUEL 2,
2024-08-11,15:30:00,NO CONCIDE CON EL,
2024-08-11,16:28:00,AV SPECTRUM CARR AL AEROPUERTO  25 788871  100 140501  COL  PARQUE INDUSTRIAL FINSA MONTERREY,
2024-08-11,16:49:00,ELISA ELIZONDO DE SILVA ROGELIO ELIZONDO  ELISA ELIZONDO DE SILVA 424  COL  SEBASTIAN ELIZANDO 2,
2024-08-11,19:24:00,SALVADOR CHAVEZ AV HECTOR CABALLERO       COLONIA   VALLE DE HUINALA 3 APODACA NL,
2024-08-11,20:26:00,CIPRES NARDO  CIPRES 902      COLONIA   EBANOS 9 APODACA NL,
2024-08-11,21:35:00,RIO ACONCAGUA RIO USUMACINTA  25 757920  100 168100   COLONIA   PUEBLO NUEVO 5,
2024-08-11,23:14:00,REYES DE ASTURIAS 256   COLONIA   REAL DE APODACA APODACA NL,
2024-08-11,23:34:00,PAPELERA 526      COLONIA   NUEVO MEZQUITAL APODACA NL,
2024-08-11,23:55:00,CERRO MEDIA LUNA 100   SIERRA MEDIA LUNA CERRO DEL GORDO   COLONIA   MIRADOR DE APODACA APODACA NL,
2024-08-12,01:12:00,N 7 346       COLONIA   METROPLEX 1 APODACA NL,
2024-08-12,01:49:00,CLARISSA CTO VIRREYES PTE  CTO VIRREYES PTE 257   COLONIA   JARDINES DEL VIRREY APODACA NL,
2024-08-12,02:07:00,PIXIS PICTUR  PIXIS 310   COLONIA   CIUDAD NATURA APODACA NL,
2024-08-12,02:24:00,CTO VIRREYES PTE 257   COLONIA   JARDINES DEL VIRREY APODACA NL,
2024-08-12,02:55:00,ELIAS FLORES GARZA GARCIA    COLONIA   MODERNO APODACA APODACA NL,
2024-08-12,03:29:00,ELIAS FLORES SUR GARZA GARCIA OTE         COLONIA   CENTRO DE APODACA APODACA NL,
2024-08-12,03:45:00,SAN JERONIMO  244 BARVERENACOL  EX HACIENDA SAN FRANCISCO,
2024-08-12,04:15:00,LONDRES MADRID  MADRID 805      COLONIA   PASEO DE LAS FLORES 1 APODACA NL,
2024-08-12,07:08:00,AV E CIPRES    Colonia   PARQUE INDUSTRIAL MARTEL     COORDENADAS 25 754204  100 188484,
2024-08-12,07:39:00,AV FUNDADORES 126   MISION SANTA MARIA     COLONIA  MISION DE HUINALA 2 APODACA NL,
2024-08-12,07:59:00,AZUCENA SENEGAL  AZUCENA 315     COLONIA  FRESNOS 8 APODACA NL,
2024-08-12,08:03:00,PASEO DE LOS CEREZOS 219          COLONIA  MISION DE LOS OLIVOS 1 APODACA NL,
2024-08-12,08:38:00,AV PARQUE INDUSTRIAL MONTERREY AV MIGUEL ALEMAN  COLONIA  PARQUE INDUSTRIAL MONTERREY APODACA NL,
2024-08-12,09:45:00,5A PONIENTE AV PARQUE INDUSTRIAL MONTERREY  COLONIA  PARQUE INDUSTRIAL MONTERREY APODACA NL,
2024-08-12,12:23:00,AV MIGUEL ALEMAN BLVD JULIAN TREVINO ELIZONDO   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2024-08-12,13:28:00,GUERRERO NTE HIDALGO PTE GUERRERO SUR  GUERRERO NTE 114      COLONIA  CENTRO DE APODACA APODACA NL,
2024-08-12,13:31:00,PORTUGAL 117     COLONIA  NUEVO AMANECER 2 APODACA NL,
2024-08-12,14:20:00,COSTA RICA GRAN BRETANA  COSTA RICA 107    COLONIA  NUEVO AMANECER 1 APODACA NL,
2024-08-12,14:52:00,PASEO DE LA GLORIA 104    COLONIA  RINCON DE LA GLORIA APODACA NL,
2024-08-12,16:25:00,RIO NEGRO 126     COLONIA  PUEBLO NUEVO 4 APODACA NL,
2024-08-12,16:52:00,AEROLITO 213     COLONIA  VALLE DEL PEDREGAL APODACA NL,
2024-08-12,17:17:00,CAM A LA MISION CAM A LOS FERNANDEZ  SAN MARTIN 1000    COLONIA  MISION DE SAN JAVIER APODACA NL,
2024-08-12,18:31:00,AUTOPISTA AL AEROPUERTO AV ACAPULCO   COLONIA  OMAS DE SAN MIGUEL APODACA NL,
2024-08-12,18:54:00,BLVD CARLOS SALINAS DE GORTARI ESTARDO GUAJARDO  COLONIA  CENTRO DE APODACA APODACA NL,
2024-08-12,20:48:00,CHILE 126 COLONIA LOMAS DEL PEDREGAL    UBICACION   25 729410   100 170740,
2024-08-12,21:41:00,VALLE BONITO 204 COLONIA VALLE DEL MEZQUITAL    UBICACION   25 748598   100 227734,
2024-08-12,21:45:00,ALUMINIO 343 COLONIA ALUMINIO 343    UBICACION   25 722008   100 169494,
2024-08-12,21:52:00,MIRTO 244 COLONIA ARTEMIO TREVINO APODACA NL    UBICACION   25 835185   100 144174,
2024-08-12,22:07:00,CONSTITUCION 363 COLONIA HUINALA APODACA NL    UBICACION   25 748851   100 161477,
2024-08-12,22:11:00,DEL CANELO 845 COLONIA FRESNOS 4 APODACA NL    UBICACION   25 769018   100 250513,
2024-08-12,23:43:00,BLVD JESUS DIONISIO GONZALEZ MORELOSCOLONIA VIEJO MEZQUITAL APODACA NL    UBICACION   25 756202  100 235655,
2024-08-13,00:06:00,N 27 326 COLONIA METROPLEX 2 APODACA NL    UBICACION   25 794271   100 252069,
2024-08-13,04:19:00,ALMENDRO 715 COLONIA EBANOS NORTE 1 APODACA NL    UBICACION   25 789265   100 237230,
2024-08-13,05:49:00,ACCIDENTE DE TRANSITO SIN PERSONAS LESIONADAS COLONIA REGIO PARQUE INDUSTRIAL     UBICACION   25 701879   100 139477,
2024-08-13,05:52:00,MONTE EIGER 315 COLONIA MONTE EIGER 315    UBICACION   25 733586   100 176862,
2024-08-13,06:02:00,LASALLISTAS 502 COLONIA EL CAMPANARIO APODACA NL    UBICACION   25 723988   100 167765,
2024-08-13,06:44:00,PARAGUAY 3009 COLONIA VIVIENDA DIGNA APODACA NL    UBICACION   25 706793   100 144225,
2024-08-13,08:00:00,EUGENIO A BENAVIDES CALIXTO CONTRERAS       COLONIA   MOISES SAENZ APODACA NL,
2024-08-13,08:18:00,BLVD SAN FRANCISCO MATAMOROS PTE  25 774540  100 200470       COLONIA   MUNICIPIO DE APODACA APODACA NL,
2024-08-13,08:25:00,5 DE MAYO   BENITO JUAREZ  COL  CENTRO APODACA,
2024-08-13,08:33:00,AV ESTELARIS E 6A     COLONIA   VALLE DE SAN ANDRES 1 APODACA NL,
2024-08-13,08:50:00,FAISANES  200    GOLONDRINAS   COL GOLONDRINAS 2 SEC,
2024-08-13,09:06:00,AV MIGUEL ALEMAN CARR A HUINALA E KM 0   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2024-08-13,11:35:00,BLVD JULIAN TREVINO ELIZONDO AV MIGUEL ALEMAN   COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2024-08-13,11:38:00,ZARAGOZA ANTONIO GARZA VILLARREAL  ZARAGOZA 250     COLONIA   VIEJO MEZQUITAL APODACA NL,
2024-08-13,13:04:00,TULIPAN AV ACAPULCO      COLONIA   HACIENDA LAS MARGARITAS 8 APODACA NL,
2024-08-13,13:20:00,NICARAGUA 1338   COLONIA   VIVIENDA DIGNA APODACA NL,
2024-08-13,13:21:00,PORTUGAL 117   COLONIA   NUEVO AMANECER 2 APODACA NL,
2024-08-13,13:23:00,BLVD CARLOS SALINAS DE GORTARI ESCOBEDO SUR  25 776198  100 187234   COLONIA   CENTRO DE APODACA APODACA NL,
2024-08-13,16:57:00,MONTE CARLO MONTE MAIPO  MONTE CARLO 236   COLONIA   LOMAS DE HUINALA 2 APODACA NL,
2024-08-13,17:24:00,PORTUGAL 204   COLONIA   NUEVO AMANECER 2 APODACA NL,
2024-08-13,17:27:00,ANILLO PERIFERICO PASO ELEVADO ANILLO PERIFERICO MIGUEL ALEMAN   COLONIA   APODACA TECHNOLOGIC PARK APODACA NL,
2024-08-13,18:47:00,NARANJO 839      COLONIA   EBANOS 9 APODACA NL,
2024-08-13,19:08:00,PRIV EL ARENAL 204    COLONIA  NORIA NORTE FOM 39 APODACA NL,
2024-08-13,19:46:00,SEXTA DIEGO DIAZ DE BERLANGA     COLONIA  COSMOPOLIS APODACA NL,
2024-08-13,20:46:00,HACIENDA PENOLES 808      COLONIA  HACIENDA LAS MARGARITAS 11 APODACA NL,
2024-08-13,22:07:00,LOMAS DE HUINALA 212   COLONIA  LOMAS DE HUINALA 1 APODACA NL,
2024-08-13,23:18:00,CTO DE LOS PORTONES 215  COLONIA  EX HACIENDA SANTA ROSA APODACA NL,
2024-08-13,23:42:00,BOLIVIA 117       COLONIA  NUEVO AMANECER 1 APODACA NL,
2024-08-14,00:09:00,RIO AZUL 628     COLONIA  SAN ISIDRO 1 APODACA NL,
2024-08-14,00:35:00,RIO COATZACOALCOS RIO LA PAZ  RIO COATZACOALCOS 626  COLONIA  PUEBLO NUEVO 5 APODACA NL,
2024-08-14,00:58:00,AV MIGUEL ALEMAN PUENTE MIGUEL ALEMAN CONCORDIA  COLONIA  PARQUE INDUSTRIAL KALOS APODACA NL,
2024-08-14,01:17:00,BRASIL FRANCIA  COLONIA  NUEVO AMANECER 1 APODACA NL,
2024-08-14,03:12:00,VALLE BONITO VALLE DEL SOL  VALLE BONITO 204     COLONIA  VALLE DEL MEZQUITAL APODACA NL,
2024-08-14,04:13:00,ANO INTERNACIONAL DE LA MUJER JOSEFINA MARTINEZ  ANO INTERNACIONAL DE LA MUJER 823    COLONIA  MUJERES ILUSTRES FOM 4 APODACA NL,
2024-08-14,07:25:00,AV ANDRES GUAJARDO PRIV GUAJARDO COLONIA PARQUE INDUSTRIAL APODACA 1 APODACA NL    UBICACION   25 775417   100 185344,
2024-08-14,09:16:00,LAUREL 226 COLONIA BALCONES DE SANTA ROSA APODACA NL    UBICACION   25 801631   100 225908,
2024-08-14,09:20:00,AUTOPISTA AL AEROPUERTO PERIFERICO MUNICIPIO DE APODACA    UBICACION   25 737545    100 129319,
2024-08-14,09:26:00,AV ANDROMEDA GANIMEDES COLONIA COSMOPOLIS APODACA NL    UBICACION   25 820172  100 245284,
2024-08-14,09:33:00,RIO CAURA 612  RIO DE JANEIRO COLONIA SAN ISIDRO 1 APODACA NL    UBICACION   25 758987   100 154909,
2024-08-14,10:32:00,BOSQUE DE LOS ENCINOS 207 COLONIA BOSQUES DE SAN MIGUEL 1 APODACA NL    UBICACION   25 706022   100 144213,
2024-08-14,10:39:00,ALEMANIA 1130 COLONIA NUEVO AMANECER 1 APODACA NL    UBICACION   25 783003   100 248994,
2024-08-14,10:43:00,ALDAMA OTE MORELOS SUR  COLONIA CENTRO APODACA    UBICACION   25 777440   100 185530,
2024-08-14,12:32:00,AV DE LA CONCORDIA AV MIGUEL ALEMAN  AV MIGUEL ALEMAN COLONIA PARQUE INDUSTRIAL KALOS APODACA NL    UBICACION   25 766945   100 191510,
2024-08-14,13:10:00,ROMA 117 COLONIA NUEVO LAS PUENTES 2 APODACA NL    UBICACION   25 789956   100 256843,
2024-08-14,13:13:00,YUCA 1018 COLONIA EBANOS 8 APODACA NL    UBICACION   25 778968   100 234686,
2024-08-14,14:29:00,ELIAS FLORES SUR GARZA GARCIA OTE COLONIA CENTRO DE APODACA APODACA NL,
2024-08-14,14:43:00,JESUS GONZALEZ ORTEGA 533 COLONIA CASAS REALES APODACA NL    UBICACION   25 783794   100 195153,
2024-08-14,15:10:00,ANT CAM A SANTO DOMINGO EMILIANO ZAPATA COLONIA EJIDO EL MEZQUITAL APODACA NL    UBICACION   25 758736   100 246078,
2024-08-14,16:18:00,AUSTRALIA AV AFGANISTAN TUNEZ  COLONIA NUEVO AMANECER 1 APODACA NL    UBICACION   25 782590   100 250380,
2024-08-14,16:33:00,LASALLISTAS CAMPANARIO  LASALLISTAS 502 COLONIA EL CAMPANARIO APODACA NL    UBICACION   25 724147  100 168187,
2024-08-14,16:36:00,CARR A MIGUEL ALEMAN F 54 KM 14 CARR A MIGUEL ALEMAN F 54 KM 15  MUNICIPIO DE APODACA FRENE A EMPRESA IMPULSORA,
2024-08-14,16:39:00,AUSTRALIA 218 COLONIA NUEVO AMANECER 1 APODACA NL    UBICACION   25 782424   100 250621,
2024-08-14,16:57:00,RIO ORINOCO RIO SALINAS  RIO SALINAS 330 COLONIA PUEBLO NUEVO 5 APODACA NL    UBICACION   25 754673  100 164712,
2024-08-14,17:26:00,AV DE LAS FLORES LOMA  LOMA 109 COLONIA PRADOS DEL VIRREY APODACA NL    UBICACION   25 799146  100 266147,
2024-08-14,17:47:00,JOSEFA DEL BOSQUE 321 COLONIA VILLA LUZ APODACA NL    UBICACION   25 765546  100 265834,
2024-08-14,18:13:00,AV IGNACIO SEPULVEDA AV MIGUEL ALEMAN COLONIA LA ENCARNACION APODACA NL    UBICACION   25 735988  100 207710,
2024-08-14,18:28:00,CARR A LAREDO JARDINES DE LA PRIMAVERA COLONIA BALCONES DEL NORTE 3 APODACA NL    UBICACION   25 821460   100 263920,
2024-08-14,19:10:00,MIRANDA SIRIO  MIRANDA 134       UBICACION   COSMOPOLIS APODACA NL,
2024-08-14,19:37:00,AZULEJO FAISAN   COLONIA   PASEOS DE SANTA ROSA 3 APODACA NL,
2024-08-14,20:28:00,RIO POTOSI RIO MANZANARES       COLONIA   BALCONES DE SANTA ROSA APODACA NL,
2024-08-14,20:40:00,BLVD  JULIAN TREVINO ELIZONDO 503        COLONIA   PARQUE INDUSTRIAL EL MILAGRO APODACA NL,
2024-08-14,22:30:00,AV 7A AV TREBOLES   COLONIA   LOS TREBOLES APODACA NL,
2024-08-14,23:56:00,AMARANTO AZALEA  AZALEA 155   COLONIA   JARDINES DE SAN ANDRES 6 APODACA NL,
2024-08-15,00:01:00,MARIA FERMINA RIVERA 305     COLONIA   MUJERES ILUSTRES FOM 4 APODACA NL,
2024-08-15,00:17:00,DEL GIRASOL DEL NARANJO  25 769710  100 259410  DEL GIRASOL 763   COLONIA   FRESNOS 1 APODACA NL,
2024-08-15,01:19:00,DEL GIRASOL DEL NARANJO  25 769660  100 259430  GIRASOL 763   COLONIA   FRESNOS 1 APODACA NL,
2024-08-15,01:54:00,PERU 102     COLONIA   NUEVO AMANECER 2 APODACA NL,
2024-08-15,03:20:00,RIO NILO 334      COLONIA   PUEBLO NUEVO 5 APODACA NL,
2024-08-15,03:34:00,ALDAMA MONTE DE LAS CRUCES   COLONIA   U H INDEPENDENCIA CROC 1 APODACA NL,
2024-08-15,03:46:00,DE LA MANGANA 161   COLONIA   PORTAL DE SANTA ROSA 2 APODACA NL,
2024-08-15,05:48:00,HACIENDA CANTERAS 831     COLONIA   HACIENDA LAS MARGARITAS 11 APODACA NL,
2024-08-15,05:53:00,LASALLISTAS CAMPANARIO  LASALLISTAS 200   COLONIA   EL CAMPANARIO APODACA NL,
2024-08-15,06:30:00,VERDI 268   COLONIA   LOS ROBLES APODACA NL,
2024-08-15,07:13:00,RIO COLORADO 302  RIO ORINOCO     COLONIA  PUEBLO NUEVO 2 APODACA NL,
2024-08-15,08:36:00,AV MIGUEL ALEMAN AV PARQUE INDUSTRIAL MONTERREY  COLONIA  PARQUE INDUSTRIAL MONTERREY APODACA NL,
2024-08-15,09:53:00,CARR AGUAFRIA ZUAZUA E 186 KM 3 CARR AGUA FRIA ZUAZUA      COLONIA  MIRADOR DE APODACA APODACA NL,
2024-08-15,11:05:00,MIGUEL BARRAGAN 113     MARIANO PAREDES       COLONIA  JERONIMO TREVINO APODACA NL,
